author_id,text,sentiment
539594588,"RT @DiesolarteDiego: soy un viajero MTB y amante dela naturaleza, amo a mi Colombia, cambiemos esta vaina por que la corrupción nos esta de…",joy
1337469616700928001,RT @SebastianYatra: Nada como volver a casa 😍❤️‍🔥Colombia nos vemos este 15 y 28 de octubre para pasarlo bien chimba 🔥 Entradas a la venta…,joy
1296393348232753152,RT @FicoGutierrez: Los espero en el debate del Equipo por Colombia de @Hora20 y @CaracolRadio. Vamos con toda por un mejor país.🇨🇴💪🏻#FicoPr…,joy
271739486,"RT @Redi_andes: #15Feb || ¡ CONTUNDENTE GOLPE CONTRA EL NARCOTRÁFICO! ||  Efectivo adscritos al D-215 en el P.A.C ""Vega de Aza"" lograron la…",joy
297117512,"RT @RichardEmblin: Presidente @IvanDuque quiero que usted sepa que usted ha sido un gran presidente, ha salvado muchas vidas con la pandemi…",joy
235185062,RT @FicoGutierrez: Los espero en el debate del Equipo por Colombia de @Hora20 y @CaracolRadio. Vamos con toda por un mejor país.🇨🇴💪🏻#FicoPr…,joy
1464751328232677376,@_seokjinmiamor @BTS_twt Colombia+ #Butter #BestMusicVideo  #iHeartAwards @BTS_twt,joy
1289693555024375811,RT @FicoGutierrez: Los espero en el debate del Equipo por Colombia de @Hora20 y @CaracolRadio. Vamos con toda por un mejor país.🇨🇴💪🏻#FicoPr…,joy
1463939247233241089,RT @Mercede91121158: Buena esa me da súper alto gusto que estos diputados digan la verdad de todo el horror que se vive en Colombia bajo la…,joy
578683471,"RT @InfoFreestyle2: ¡FMS Colombia 🇨🇴!

MBAKA 🇪🇦 será el HOST para la Temporada 1 de FMS Colombia 🇨🇴.

#FMSColombia 🇨🇴 https://t.co/z9r7KWwx…",joy
1379946109146177537,"Hola, hoy el destino que te invito a conocer es Bahía Solano, un lugar lleno de paz, donde podrás ver crustáceos y árboles de todos los tamaños y colores. Podrás disfrutar de estos lugares junto con tu esposo/esposa. Desconéctate, no te quedes con las ganas y viaja por Colombia.",joy
1466207474780938244,@CaracolRadio @Hora20 @DianaCalderonF @EnriquePenalosa @FicoGutierrez @davidbarguil @aydeelizarazoc Excelente espacio para debatir sobre las propuestas de cambio para Colombia. #EquipoPorColombia Representa unidad y trabajo.@aydeelizarazoc Una gran mujer con capacidades para gobernar.,joy
1328784983121596419,"@kuzmarg Pistons Colombia, un nombre que no voy a olvidar jamás",joy
153828314,RT @MauricioGomezCO: ¡Todo mi compromiso por la Colombia Profunda! Seguiré trabajando por el Amazonas 24/7 estos próximos 4 años. #NosPonem…,joy
701814313107988481,"RT @InfoFreestyle2: ¡FMS Colombia 🇨🇴!

MBAKA 🇪🇦 será el HOST para la Temporada 1 de FMS Colombia 🇨🇴.

#FMSColombia 🇨🇴 https://t.co/z9r7KWwx…",joy
1322632456034488321,RT @ClaroMusicaCO: ✨ ARMY ✨: Ustedes vienen pidiendo pantallas para celebrar el cumple de Hobi 😏…¡Sus deseos son órdenes! 🤩  Lleguemos a 10…,joy
741805441613627392,"RT @PAULVANDYK: America del Sur!
Pero estoy feliz de volver y verlos en el Festival La Solar en Medellin, Colombia y en Obras Outdoor en Bu…",joy
1204811711502520320,"En nuestro cumpleaños nos llena de orgullo poder decir que el @UExternado es una de las más reconocidas e importantes universidades del país, pero nos llena más de orgullo que los externadistas nos reconozcan por nuestra calidad humana y compromiso con Colombia #EstamosDeCumple https://t.co/4H9vewWbSn",joy
609618515,RT @ClaroMusicaCO: ✨ ARMY ✨: Ustedes vienen pidiendo pantallas para celebrar el cumple de Hobi 😏…¡Sus deseos son órdenes! 🤩  Lleguemos a 10…,joy
1146058071699087360,"RT @MariaFdaCabal: Barranquilla, quiero regresar al Congreso para seguir alzando la voz por las causas que nos unen, contra el terrorismo,…",joy
1230276093447491584,RT @ClaroMusicaCO: ✨ ARMY ✨: Ustedes vienen pidiendo pantallas para celebrar el cumple de Hobi 😏…¡Sus deseos son órdenes! 🤩  Lleguemos a 10…,joy
1122534695420473357,"RT @IvanCepedaCast: Una muy buena noticia: 

Coronel (r) Plazas Vega es demandado en Estados Unidos por ejecución extrajudicial y tortura.…",joy
24468288,"RT @anacrisrestrepo: Gracias a los magistrados/as de la @JEP_Colombia que han asumido su cargo con dignidad y valentía, sin dejarse intimid…",joy
290104708,"RT @IvanCepedaCast: Una muy buena noticia: 

Coronel (r) Plazas Vega es demandado en Estados Unidos por ejecución extrajudicial y tortura.…",joy
1058571672,"RT @IvanCepedaCast: Una muy buena noticia: 

Coronel (r) Plazas Vega es demandado en Estados Unidos por ejecución extrajudicial y tortura.…",joy
1271444839658401799,RT @FicoGutierrez: A los empresarios les digo: ¡los necesito; Colombia los necesita! Todos juntos. Desde el que genera un empleo hasta el q…,joy
1481732839142043652,"@CamiloRomero @IvanDuque Esto del crecimiento económico del 10% en Colombia,es un triunfo del presidente duque,y es la envidia de todos los comunistas,ñeros",joy
716007137575616513,RT @FicoGutierrez: A los empresarios les digo: ¡los necesito; Colombia los necesita! Todos juntos. Desde el que genera un empleo hasta el q…,joy
266893436,"RT @anacrisrestrepo: Gracias a los magistrados/as de la @JEP_Colombia que han asumido su cargo con dignidad y valentía, sin dejarse intimid…",joy
1089589560592478217,"RT @IvanCepedaCast: Una muy buena noticia: 

Coronel (r) Plazas Vega es demandado en Estados Unidos por ejecución extrajudicial y tortura.…",joy
1286077250488729601,"RT @LopezLedys: El primer Centro de Turismo Inteligente de Colombia, nos consolidamos como un Destino Turístico Inteligente @AlejandroArias…",joy
595891358,@KannoAlex @MaxPayne213 @EvilAFM Viva Colombia y todo lo que sea tricolor carajo!!!,joy
1356990719567740929,"RT @JenniferPedraz: Colombia puede ser un gran país, este 13 de marzo votaremos dignamente para sacar a los que siguen mal gobernando nuest…",joy
1445969617931812869,"RT @EmilioJArchila: #UnPasoMás con los niños de Colombia y la fundación @colombianitos , trabajamos #EnEquipo para seguir  trabajando por l…",joy
48207688,"RT @Jokeraton: ""Este 13 marzo lleve cédula, lapicero, memoria y dignidad""...  

¡Y claro, vote #PactoHistórico para salvar a Colombia!",joy
1473209256,RT @FicoGutierrez: A los empresarios les digo: ¡los necesito; Colombia los necesita! Todos juntos. Desde el que genera un empleo hasta el q…,joy
1198489005077204993,"RT @IvanCepedaCast: Una muy buena noticia: 

Coronel (r) Plazas Vega es demandado en Estados Unidos por ejecución extrajudicial y tortura.…",joy
1333793776599371778,"Mitad de semana pero tranqui' que ya llegamos con nuestra emisión central😎#MeConectoConRTVC y con @TheoGelves, @PatriPardo, @DaniCaballeroTV @LauraGalindoM y Camilo Pérez para conocer las noticias de Colombia 🇨🇴 y el mundo🌎  ¡Conéctate ya! 📺🔴👇 https://t.co/9Luz3VLWZy",joy
1332916755069624323,"@Destroy44825007 @timote0w @AlirioUribeMuoz @CNE_COLOMBIA Excelente noticia, sirve para mitigar el fraude.",joy
596891708,RT @Destroy44825007: Alirio Uribe Muñoz (@AlirioUribeMuoz) a tweeté : #BuenaNoticia !Colocaremos firma y huella en el formulario E11 para l…,joy
1127747453766242305,@MundoEConflicto En Colombia se demoran hasta décadas. Bien por ellos 🤙🏼,joy
105988311,RT @FicoGutierrez: A los empresarios les digo: ¡los necesito; Colombia los necesita! Todos juntos. Desde el que genera un empleo hasta el q…,joy
185627001,RT @FicoGutierrez: A los empresarios les digo: ¡los necesito; Colombia los necesita! Todos juntos. Desde el que genera un empleo hasta el q…,joy
293537940,"RT @Jokeraton: ""Este 13 marzo lleve cédula, lapicero, memoria y dignidad""...  

¡Y claro, vote #PactoHistórico para salvar a Colombia!",joy
1258846607220641794,Periodista y presentadora de deportes. Colombia si que está a otro nivel. 🌹👌🏾 https://t.co/XOknMEQfVH,joy
1907708977,"RT @AAlutec: Mi paisano  Alejandro Ordóñez ha sido el único procurador de pantalones que ha habido en colombia
Deja una historia de honrade…",joy
3304331614,RT @RubenPinzonHdez: ¡#YoCreoEn @petrogustavo! Así como le creen millones de compatriotas q llenan plazas públicas x toda Colombia manifest…,joy
278522876,💪🏽Más “Toritos” que nunca ▶️ de 🇨🇴Colombia a Mar del Plata y de 🇦🇷Venado Tuerto a Alvarado 🔥⚽️ https://t.co/4xbcz2cr4K,joy
3011046953,"Colombia patria mía, te llevo con amor en mi corazón, creo en tu destino y espero verte siempre grande, respetada y libre. En ti espero realizar mis sueños de paz y sana convivencia y que los puedan realizar mis hijos y mis nietos. VOTARÉ POR LOS MEJORES, POR LOS SIN MANCHAS. https://t.co/dPoYpJ4rRE",joy
293776201,RT @FicoGutierrez: A los empresarios les digo: ¡los necesito; Colombia los necesita! Todos juntos. Desde el que genera un empleo hasta el q…,joy
1197522605760303104,"RT @canada_chi: POR UN PAIS MEJOR YPOR UN MEJOR MAÑANA, MI VOTO LO DARÉ A LA COLOMBIA HUMANA.❤🇨🇴
#CambiaColombia #PetroPresidente2022 #Pact…",joy
1116118891296624640,"@RolandoGonGa @EnriquePenalosa Siendo antioqueño y queriendo mucho a Bogotá, comparto este sentimiento, con un conocimiento mucho más superficial de la gestión de Peñalosa, pero creo que él sería un gran presidente de Colombia. Creo que es de los políticos más decentes que tenemos.",joy
1388341200634224643,RT @FicoGutierrez: A los empresarios les digo: ¡los necesito; Colombia los necesita! Todos juntos. Desde el que genera un empleo hasta el q…,joy
1244907578292912128,"RT @Jokeraton: ""Este 13 marzo lleve cédula, lapicero, memoria y dignidad""...  

¡Y claro, vote #PactoHistórico para salvar a Colombia!",joy
748022384561688576,"RT @Jokeraton: ""Este 13 marzo lleve cédula, lapicero, memoria y dignidad""...  

¡Y claro, vote #PactoHistórico para salvar a Colombia!",joy
1041885772784259072,"RT @Jokeraton: ""Este 13 marzo lleve cédula, lapicero, memoria y dignidad""...  

¡Y claro, vote #PactoHistórico para salvar a Colombia!",joy
1907708977,RT @FicoGutierrez: A los empresarios les digo: ¡los necesito; Colombia los necesita! Todos juntos. Desde el que genera un empleo hasta el q…,joy
1154166142929440768,"RT @Jokeraton: ""Este 13 marzo lleve cédula, lapicero, memoria y dignidad""...  

¡Y claro, vote #PactoHistórico para salvar a Colombia!",joy
1397325038278352896,"RT @IvanCepedaCast: Una muy buena noticia: 

Coronel (r) Plazas Vega es demandado en Estados Unidos por ejecución extrajudicial y tortura.…",joy
296637311,"RT @IvanCepedaCast: Una muy buena noticia: 

Coronel (r) Plazas Vega es demandado en Estados Unidos por ejecución extrajudicial y tortura.…",joy
180602863,"@PizarroMariaJo @MovimientoMAIS @UP_Colombia @PoloDemocratico @petrogustavo @LevyRincon @AquinoTicias1 @Betocoralg @ColombiaHumana_ @somospactometa @PactoCol SIIIII... Por FICO, PEÑALOSA, CHAR Y GÓMEZ!!!",joy
1397195988847185929,"RT @Jokeraton: ""Este 13 marzo lleve cédula, lapicero, memoria y dignidad""...  

¡Y claro, vote #PactoHistórico para salvar a Colombia!",joy
2736122539,RT @FicoGutierrez: A los empresarios les digo: ¡los necesito; Colombia los necesita! Todos juntos. Desde el que genera un empleo hasta el q…,joy
1467198462919905284,@MistyAcostaa Eres muy hermosa 💓 mi princesa ❤️ Dios te bendiga 🙏 siempre mi reina bella ❤️ tienes un cuerpo muy bello ❤️ y una sonrisa muy hermosa 💓 y un rostro angelical mi muñeca Linda 💕 no tengo compromiso vivo con mis padres 💗 soy de Medellín Colombia,joy
4894716203,"RT @CarolinaCorcho: Agradezco a La Agencia Mundial de Prensa y a las organizaciones de la Comunicación y el periodismo, por este reconocimi…",joy
700525740001918976,"RT @Annge_myg: Qué felicidad tan absurda que Colombia esté en la lista de países!!!
y hablando en serio la magnitud de esto como evento glo…",joy
625084567,"RT @andersoncasta16: Ayer @petrogustavo en Montelibano, tierra anteriormente uribista y paramilitar, hoy comprometida con el cambio.
Por un…",joy
1440032283289800720,RT @AABenedetti: Hoy @petrogustavo inició su visita por Sucre en San Marcos. Colombia será una potencia de la vida. https://t.co/YKgKPsGfsr,joy
760158260997611520,RT @charlasamenas63: Un día de verano llega la noche. Colombia tierra querida. Fabrica de atardeceres. https://t.co/h1TaEqOFTn,joy
1427739172207579142,Es la suerte de quienes sean juristas opositores a la corrupción y mediocridad  que tanto celebra Colombia. https://t.co/uBVp2ZAIYQ,joy
915407275350806528,"""Este 13 marzo lleve cédula, lapicero, memoria y dignidad""...  

¡Y claro, vote #PactoHistórico para salvar a Colombia! https://t.co/OMXUkjDWpl",joy
1651251896,RT @Destroy44825007: Alirio Uribe Muñoz (@AlirioUribeMuoz) a tweeté : #BuenaNoticia !Colocaremos firma y huella en el formulario E11 para l…,joy
128681535,"RT @IvanCepedaCast: Una muy buena noticia: 

Coronel (r) Plazas Vega es demandado en Estados Unidos por ejecución extrajudicial y tortura.…",joy
1379946109146177537,"Hola, hoy el destino que te invito a conocer es El parque Nacional Natural Uramba, un lugar armonioso, donde podrás ver gaviotas y palmeras. Podrás disfrutar de estos lugares junto con tus hijos. Conoce, no te quedes con las ganas y viaja por Colombia.",joy
387917400,RT @FicoGutierrez: A los empresarios les digo: ¡los necesito; Colombia los necesita! Todos juntos. Desde el que genera un empleo hasta el q…,joy
365752689,"RT @Jokeraton: ""Este 13 marzo lleve cédula, lapicero, memoria y dignidad""...  

¡Y claro, vote #PactoHistórico para salvar a Colombia!",joy
1284681779958427649,"RT @Jokeraton: ""Este 13 marzo lleve cédula, lapicero, memoria y dignidad""...  

¡Y claro, vote #PactoHistórico para salvar a Colombia!",joy
295428207,"Pequeñas salidas... grandes momentos...
.
.
.
.
.
.
.
.
#Colombia #cucuta #nortedesantander #cicloturismocolombia #ciclismo #ciclista #ciclomontañismo #admonempresas #administrador https://t.co/Dn2DL6dhkS",joy
930452839,RT @lilira57: @ArturoAroni Colombia!,joy
1397325038278352896,RT @FicoGutierrez: A los empresarios les digo: ¡los necesito; Colombia los necesita! Todos juntos. Desde el que genera un empleo hasta el q…,joy
2949836459,RT @FicoGutierrez: A los empresarios les digo: ¡los necesito; Colombia los necesita! Todos juntos. Desde el que genera un empleo hasta el q…,joy
1484837980980269058,"RT @Jokeraton: ""Este 13 marzo lleve cédula, lapicero, memoria y dignidad""...  

¡Y claro, vote #PactoHistórico para salvar a Colombia!",joy
552288653,RT @FicoGutierrez: A los empresarios les digo: ¡los necesito; Colombia los necesita! Todos juntos. Desde el que genera un empleo hasta el q…,joy
1493367368235589635,@OIZuluaga Exelente  estamos de acuerdo señor GREGORIO FE EN LA CAUSA por una colombia mejor para todos🙏,joy
730170644877455361,RT @FicoGutierrez: A los empresarios les digo: ¡los necesito; Colombia los necesita! Todos juntos. Desde el que genera un empleo hasta el q…,joy
175874661,RT @FicoGutierrez: A los empresarios les digo: ¡los necesito; Colombia los necesita! Todos juntos. Desde el que genera un empleo hasta el q…,joy
390689845,RT @SerPlataforma: Camilo Vive! La lucha sigue! @C_Pueblos @CNA_Colombia @fecode @trochandosf @adebogota @asociacionminga @CNA_Colombia @Co…,joy
1392162246533558279,RT @PizarroMariaJo: Mi agradecimiento a la comunidad taoísta de #Colombia. Su acompañamiento y su apoyo fortalece al #PactoHistorico https:…,joy
1353530858,RT @FicoGutierrez: A los empresarios les digo: ¡los necesito; Colombia los necesita! Todos juntos. Desde el que genera un empleo hasta el q…,joy
1246180763558649857,RT @FicoGutierrez: A los empresarios les digo: ¡los necesito; Colombia los necesita! Todos juntos. Desde el que genera un empleo hasta el q…,joy
1467198462919905284,@Lu1safer Eres muy hermosa 💓 mi princesa ❤️ Dios te bendiga 🙏 siempre mi reina Linda ❤️ tienes un cuerpo muy bello ❤️ y un rostro angelical mi muñeca hermosa 💞 no tengo compromiso vivo con mis padres 💗 soy de Medellín Colombia,joy
850028837966622720,RT @RoyBarreras: Confieso que me renueva la esperanza escuchar cada dia propuestas audaces con otra visión de Colombia que hace @petrogusta…,joy
2214707478,"¡Alianzas ganadoras!, y que mejor manera de generarlas en beneficio de nuestros empresarios, que con grandes aliados (CEmprende/Innpulsa Colombia/ CCMPC/ NeuroCity.
@linamariarl @CCManizales @InnpulsaCol https://t.co/S8JFdlmTrD",joy
266743687,"RT @JCardenasRey: ¡Llega El Reto Movistar Bucaramanga 400 Años!

Estoy feliz de anunciarles este gran evento que traerá más de 1.800 aficio…",joy
485041612,RT @FicoGutierrez: A los empresarios les digo: ¡los necesito; Colombia los necesita! Todos juntos. Desde el que genera un empleo hasta el q…,joy
82496067,"RT @JERobledo: En la tarde de hoy, estuvimos visitando las universidades @URosario y @UExternado en el centro de Bogotá. Grato encuentro co…",joy
1534980517,"RT @Jokeraton: ""Este 13 marzo lleve cédula, lapicero, memoria y dignidad""...  

¡Y claro, vote #PactoHistórico para salvar a Colombia!",joy
1472997895922200585,"RT @IvanCepedaCast: Una muy buena noticia: 

Coronel (r) Plazas Vega es demandado en Estados Unidos por ejecución extrajudicial y tortura.…",joy
78318554,RT @FicoGutierrez: A los empresarios les digo: ¡los necesito; Colombia los necesita! Todos juntos. Desde el que genera un empleo hasta el q…,joy
2241332160,"RT @JERobledo: En la tarde de hoy, estuvimos visitando las universidades @URosario y @UExternado en el centro de Bogotá. Grato encuentro co…",joy
202936471,RT @RubenPinzonHdez: ¡#YoCreoEn @petrogustavo! Así como le creen millones de compatriotas q llenan plazas públicas x toda Colombia manifest…,joy
581861737,"RT @FeminaFutbolCol: Rueda de prensa DIM FI
“Para nosotros es un placer presentar el plantel. Quiero hacer un reconocimiento a Liliana por…",joy
2555629785,RT @FicoGutierrez: A los empresarios les digo: ¡los necesito; Colombia los necesita! Todos juntos. Desde el que genera un empleo hasta el q…,joy
82496067,"RT @JenniferPedraz: Colombia puede ser un gran país, este 13 de marzo votaremos dignamente para sacar a los que siguen mal gobernando nuest…",joy
288066202,RT @AlejandroChar: Los invito a seguir en contados minutos el debate con los candidatos a la presidencia del Equipo por Colombia. ¡Juntos v…,joy
2584608775,"RT @ricardoparacuto: Wuilker Fariñez hoy cumplió 24 años

🧤 • ¡¿Cómo olvidar esta fantástica triple atajada que protagonizó defendiendo el…",joy
1470367467012771842,RT @FicoGutierrez: A los empresarios les digo: ¡los necesito; Colombia los necesita! Todos juntos. Desde el que genera un empleo hasta el q…,joy
894131334,"RT @GilbertBocaneg: Quiero agradecer de todo corazón a quienes me siguen y le han dado retwitt a mis twitt, soy una persona adulto mayor qu…",joy
292706334,RT @FicoGutierrez: A los empresarios les digo: ¡los necesito; Colombia los necesita! Todos juntos. Desde el que genera un empleo hasta el q…,joy
386330680,"RT @luisyepesb: Felicitaciones a #AngelaGarcía por el premio Casa de América; #Colombia debe estar orgullosa de esta gran mujer, una dulce…",joy
707204555457601536,RT @FicoGutierrez: A los empresarios les digo: ¡los necesito; Colombia los necesita! Todos juntos. Desde el que genera un empleo hasta el q…,joy
891001696054382592,"RT @JuanLozano_R: #YoCreoEn la gente buena de Colombia que a pesar de las adversidades, de los malos políticos, de la corrupción,  de la in…",joy
1481732839142043652,RT @FicoGutierrez: A los empresarios les digo: ¡los necesito; Colombia los necesita! Todos juntos. Desde el que genera un empleo hasta el q…,joy
924327786856230918,RT @FicoGutierrez: A los empresarios les digo: ¡los necesito; Colombia los necesita! Todos juntos. Desde el que genera un empleo hasta el q…,joy
156328025,"RT @anacrisrestrepo: Gracias a los magistrados/as de la @JEP_Colombia que han asumido su cargo con dignidad y valentía, sin dejarse intimid…",joy
1044977594251259905,"RT @Carnaval_SA: ¡11 gran macrofiguras llenarán de color y alegría el @Granmalecon_baq con 'Río de Tradiciones’!😍👏🏼
Desde el 1ro de marzo e…",joy
963043199341252608,"RT @IvanCepedaCast: Una muy buena noticia: 

Coronel (r) Plazas Vega es demandado en Estados Unidos por ejecución extrajudicial y tortura.…",joy
963861844535513088,"RT @AmericadeCali: 🎈 El 13 de febrero de 1927 nació la Pasión de un Pueblo. Hoy, el equipo más popular de Colombia celebra la grandeza cons…",joy
1396818998268944388,Despierta despierta pueblo querido de colombia 🇨🇴  https://t.co/f85WXBL9Py,joy
260389131,"RT @ColombiaCompite: 🚨 Tenemos buenas noticias 🚨

Queremos darle la bienvenida a nuestro nuevo vicepresidente @dgomezco.

Daniel Gómez vien…",joy
1384579646872866817,RT @miriamcruz: ¡Hello people! Ya estoy lista para conectarme con mi querida Colombia en este tour de medios que inicia en @candelaestereo.…,joy
3004970746,"RT @RoyBarreras: ¡Por toda Colombia se vive, se siente @petrogustavo presidente! Que viva el cambio, que viva el @PactoCol 🇨🇴

#ElPactoEsCo…",joy
1412167126018842626,"RT @ColombiaHumana_: Hoy Jamundí nos hizo saber que quieren un cambio. Lleno total, cientos de corazones que le apuestan a una Colombia com…",joy
1281670345351745536,"RT @YaPaQueHijuep_: No se equivoquen, la campaña no es por @petrogustavo , es por Colombia, es por todos nosotros… Colombia Humana ya! Petr…",joy
2893988470,@VickyDavilaH @PaolaHolguin Tinto gratis y de por vida para el mejor presidente que a tenido colombia 🇨🇴.,joy
339926267,"RT @ColombiaHumana_: Hoy Jamundí nos hizo saber que quieren un cambio. Lleno total, cientos de corazones que le apuestan a una Colombia com…",joy
909890987245391872,"Viva Colombia, viva falcao 🥳🥳 https://t.co/iHlOS4gl1G",joy
1004039510869594112,"RT @paloterapias: #Pereira, Colombia. Gente que le pone el alma. #ComoDebeSer #paloterapia https://t.co/f2Zkalsa6v",joy
213704818,RT @manuelgarcia_52: #DesdeAntioquiaConAmor seguimos trabajando para que el #PactoHistórico sea Gobierno y nos garantice una Colombia en PA…,joy
